Route,admin,edit,org_auditor,rules_admin,superadmin,systemadmin,view,Protected
GET SCAReportRestController.getReportById,,,,,,,,
GET SCASnapshotRestController.registerSnapshot,,,,,,,,
GET SCASnapshotRestController.getSnapshotStatus,,,,,,,,
GET SCASnapshotRestController.getSnapshots,,,,,,,,
GET ApplicationScoreController.getApplicationCustomCodeScore,,,,,,,,
GET ApplicationScoreController.getApplicationLibraryScore,,,,,,,,
GET SensitiveDataPolicyRestController.updatePolicyRules,,,,YES,,,,YES
GET SensitiveDataPolicyRestController.updatePolicyEnabled,,,,YES,,,,YES
GET SensitiveDataPolicyRestController.getPolicySummaries,,,,,,,,
GET SensitiveDataPolicyRestController.getPolicy,,,,YES,,,,YES
GET SensitiveDataPolicyRestController.updateMaskEntireBodyOption,,,,YES,,,,YES
GET SensitiveDataPolicyRestController.updateSensitiveDataSetting,,,,YES,,,,YES
GET VulnerabilityApplicationController.getVulnerabilityInstances,,,,,,,,
GET VulnerabilitySubstatusRestController.getSubstatusAliases,,,,,,,,
GET VulnerabilitySubstatusRestController.getAlias,,,,,,,,
GET VulnerabilitySubstatusRestController.updateSubstatusAlias,YES,,,,,,,YES
DELETE VulnerabilitySubstatusRestController.deleteSubstatusAlias,YES,,,,,,,YES
GET NgOrganizationVulnerabilityStatsRestController.getTTRTrendBySeverity,,,,,,,,
GET NgOrganizationVulnerabilityStatsRestController.getVulnerabilityTrendNewView,,,,,,,,
GET NgOrganizationVulnerabilityStatsRestController.getVulnerabilityTrendNewTotal,,,,,,,,
PUT OrganizationTTRPropertiesController.updateTimeToRemediateProperties,,,,YES,,,,YES
GET OrganizationTTRPropertiesController.getTimeToRemediateProperties,,,,,,,,
GET ErrorController.redirectToErrorGet,,,,,,,,
POST ErrorController.redirectToErrorPost,,,,,,,,
GET ErrorController.errorUnauthorized,,,,,,,,
GET LoginController.redirectToLogin,,,,,,,,
GET WebhookRestController.getWebhookAttempts,YES,,,,,,,YES
GET VersionWS.getContrastVersion,,,,,,,,
GET VersionWS.isUpdateNeeded,,,,,,,,
